10,0.04,0.4,0.004
20,0.64,12.8,0.032
30,3.24,97.2,0.108
40,10.24,409.6,0.256
50,25.0,1250.0,0.5
60,51.84,3110.4,0.864
70,96.04,6722.8,1.372
80,163.84,13107.2,2.048
90,262.44,2.916
100,400.0,4.0
110,585.64,5.324
120,829.44,6.912
130,1142.44,8.788
140,1536.64,10.976
150,2025.0,13.5
160,2621.44,,
170,3340.84,,
180,4199.04,,
190,5212.84,,
200,6400.0,,
210,7779.24,,
220,9370.24,,
230,11193.64,,
